Country,Year,Coffee_Consumption_kg,Coffee_Price_USD_kg,Population_Millions,Coffee_Type_Americano,Coffee_Type_Cappuccino,Coffee_Type_Espresso,Coffee_Type_Latte,Coffee_Type_Mocha
Australia,2013,8.22774671932148,11.643208260933443,45.47733288603849,0,0,1,0,0
Saudi_Arabia,2000,2.558530411884496,14.280894057803362,126.5702047432564,0,0,0,0,1
Sweden,2015,6.453565366566826,8.20976913709003,124.63566787948386,0,0,0,1,0
Finland,2017,3.983004578591606,4.2342982171962245,59.43353051260206,0,0,0,1,0
Chile,2006,3.947565072229958,4.307007848350322,50.0607935002496,0,0,1,0,0
Argentina,2014,9.92580044198084,13.812256362821978,111.0176174167007,0,0,0,0,1
Nigeria,2023,8.0542384558283,11.94767717805888,4.899052612352127,0,0,0,0,1
Peru,2016,8.695514866328402,5.173550226492378,129.1323858792398,1,0,0,0,0
Argentina,2018,6.575861482752101,4.6004930475631625,67.49095040781175,0,1,0,0,0
Canada,2022,8.968114299149994,12.853078999770274,66.76029273488626,1,0,0,0,0
Chile,2012,7.163924313330823,12.908466960858949,100.6925992607218,0,0,0,1,0
Bangladesh,2008,9.569389638370762,5.325740237712539,97.21665468626918,0,0,0,0,1
Turkey,2023,4.250708688365094,7.316724442775005,40.63013584239864,0,1,0,0,0
Iraq,2023,6.76255636626316,12.580286710312786,141.5485120726004,1,0,0,0,0
Kenya,2014,7.521050783495137,9.779532780494067,147.9631669205657,0,1,0,0,0
Indonesia,2002,5.143498440222453,14.522433467978292,79.37236313013157,0,0,0,1,0
Italy,2023,9.037663859232426,9.291689098806057,84.64573892738171,0,1,0,0,0
Turkey,2000,9.838425304833237,11.446537313220638,83.59337655011991,0,0,0,0,1
Greece,2015,5.950155930981293,9.607617023157427,73.38232381856088,0,1,0,0,0
Colombia,2007,5.125125238434713,14.372620452535504,141.832870997996,0,1,0,0,0
Germany,2022,5.775503428451669,8.385250012743697,37.46811489763442,1,0,0,0,0
Australia,2012,8.821893965855452,6.5277610069646,17.08576826205297,0,1,0,0,0
Finland,2007,7.163747404145341,7.592972463090925,139.50254536439985,0,1,0,0,0
Vietnam,2016,2.358178980144761,13.380527245817522,32.742708817461754,0,0,0,1,0
Turkey,2021,6.337359283565719,9.477324198633468,112.6241476777708,0,1,0,0,0
Australia,2022,2.1384009819277585,7.896775338524629,31.37712307558515,1,0,0,0,0
Switzerland,2013,8.228282968027244,9.986860239904312,144.06771632773146,1,0,0,0,0
South_Africa,2020,4.62649818833971,5.465526780045266,118.8771437802591,0,0,0,0,1
Spain,2020,5.776059856938635,4.058952350881557,137.88900764511396,0,0,0,1,0
Netherlands,2006,8.389424847261056,7.086431520628398,142.6967381966372,0,0,1,0,0
Egypt,2014,2.3715905382860925,10.655062917618968,13.579233256080968,0,0,0,0,1
Netherlands,2015,3.2683322847328835,11.82848846627526,65.57493951791717,0,1,0,0,0
Romania,2018,5.183683011560919,13.092720629871632,97.56695021721812,0,0,0,1,0
Bangladesh,2005,3.8394013083644847,14.193299153339169,120.56595951480838,0,0,0,0,1
Netherlands,2022,4.703211406200505,8.533235816612448,36.979289917745966,1,0,0,0,0
South_Korea,2000,9.98539790313972,12.145684795132,137.27612404900395,0,0,0,1,0
Australia,2011,8.603315500590487,4.821402232178688,33.925473035622055,0,0,0,1,0
Iraq,2017,9.071214519680868,4.632829986492881,130.0602838295623,0,1,0,0,0
Russia,2015,9.496437068526202,5.372777911847723,77.39417436996432,0,0,0,1,0
South_Africa,2011,4.727487042513565,8.934260076138386,77.79790360865826,0,0,0,1,0
Chile,2019,4.376615662371782,6.32409582348625,56.72683670681669,0,0,1,0,0
Egypt,2012,3.872499940576599,7.156174361315975,16.422279481384884,0,1,0,0,0
Malaysia,2007,8.64093529046498,11.12668190863533,52.716419404811184,0,0,0,1,0
Netherlands,2021,7.436414898281479,7.943743966831306,64.58377053238848,0,0,0,1,0
Morocco,2000,3.8893758598630175,10.131087134898245,72.37413742639264,0,0,1,0,0
Iraq,2020,5.015950633683639,8.536441324102515,111.12519827110988,0,0,1,0,0
Malaysia,2006,6.053694111462386,5.858661810718015,53.45844645929374,1,0,0,0,0
South_Africa,2014,6.2251204581900295,4.814219892814835,61.582336186783984,0,1,0,0,0
Romania,2021,9.109821828413718,6.598546448408767,136.00869174599578,0,0,1,0,0
Philippines,2012,5.0445290635777305,4.634705164401488,113.13252690040576,0,0,0,1,0
Spain,2012,9.268192244004098,10.804731558787877,4.405509656064939,0,0,1,0,0
Romania,2008,5.530940482558317,12.752893616127103,122.0012249007326,0,0,0,0,1
Portugal,2023,7.9709813983388305,7.737148450611409,148.50164472820353,1,0,0,0,0
Denmark,2014,9.442034559880447,8.25822160887594,141.02539346380547,1,0,0,0,0
United_Kingdom,2003,9.260605631706133,12.978101690352371,125.55742902491735,0,1,0,0,0
Iraq,2012,2.4556229383654493,6.448742036109163,94.7468883532528,1,0,0,0,0
Philippines,2011,3.645634359812559,5.310762917143617,42.45062620262389,0,1,0,0,0
Indonesia,2004,5.815243404258201,9.512299290641952,98.51016109563434,0,0,0,0,1
France,2006,5.452434319624858,11.108091864865608,104.6432781605038,0,0,0,1,0
Turkey,2007,7.127133318697656,10.596198675511271,42.95216599356991,0,0,0,0,1
Kenya,2004,9.5576724066033,11.85260349801599,39.04411403685751,0,1,0,0,0
Morocco,2008,2.8992376902235906,4.624263003903263,60.14165500474828,0,1,0,0,0
Denmark,2013,5.614869321073924,8.710217740342102,96.53089838599672,0,1,0,0,0
Norway,2011,3.5392883030971145,6.624275763402624,44.66627812307371,0,0,0,1,0
Ethiopia,2003,9.15286078718358,12.350333855006266,83.7943118046015,0,1,0,0,0
France,2019,9.716641486413224,13.600035324663846,134.98637287627324,0,0,0,0,1
Denmark,2007,5.829613455122801,7.094693148870563,44.96994840700818,0,0,0,1,0
Colombia,2016,2.832082381825126,5.047398869763491,144.93008668299925,0,0,0,0,1
United_Kingdom,2007,8.282357333781386,6.787707581905365,71.52884882230913,0,0,0,1,0
Peru,2020,7.577130803939192,5.144093379648116,16.035342309238192,0,1,0,0,0
Japan,2000,4.837366612882484,7.546643827247991,9.200869665706476,0,0,0,1,0
Sweden,2019,9.099259791751708,9.920184361540084,51.462502630597946,0,0,1,0,0
Vietnam,2001,9.806655118261656,14.71049049838027,39.55508455275107,0,0,0,0,1
India,2003,6.462830793041563,8.393072797864944,126.71328575328458,0,0,1,0,0
Canada,2023,6.525823290754339,6.420439162400832,110.90812479112653,0,0,1,0,0
Czech_Republic,2020,4.380108040910223,5.8348191440791854,132.7973967436387,0,1,0,0,0
Germany,2000,6.6760482878665135,5.903437427525436,88.79877123356859,0,1,0,0,0
China,2006,5.517138564198772,6.118574515876052,65.88312989098459,0,0,1,0,0
Israel,2000,4.417528215424415,12.384937247911918,41.314621284774816,0,0,0,1,0
Romania,2008,2.5374815721912105,4.671304825756619,87.8832163290642,0,1,0,0,0
South_Africa,2002,4.021662877672999,14.971429776373377,93.0856919571868,0,0,0,0,1
Iraq,2011,3.582837197421316,9.749550302828872,59.54918699753812,0,0,1,0,0
France,2018,6.336335876431591,9.986990837309085,140.55271785228112,0,0,0,0,1
Indonesia,2014,6.813360174108751,7.933202665695653,96.35323366407783,0,0,0,0,1
Iraq,2021,6.868573794448132,11.592808953533323,125.7846988896284,0,0,0,0,1
Netherlands,2015,5.105448008365433,9.186019749688777,93.43822135797446,0,0,1,0,0
Austria,2009,5.369837869483968,7.619674134610047,48.16398101442403,1,0,0,0,0
Saudi_Arabia,2021,8.67390743712512,6.916522440788471,110.75625452392632,0,1,0,0,0
Bangladesh,2005,5.809862508137299,14.182163276265856,35.307925101666065,0,0,0,0,1
Sweden,2016,9.90218665709698,7.200884665576623,89.89479538479264,0,0,1,0,0
India,2020,5.516937840070919,8.80032585372826,60.95258510989086,1,0,0,0,0
Greece,2021,7.196647556942712,7.85375542328115,23.33284545185115,0,0,1,0,0
Finland,2023,2.4029039919471664,4.947967101708396,62.57284575365603,0,1,0,0,0
Kenya,2016,7.226719395350487,6.0452783393049385,47.23184358865934,0,0,1,0,0
Romania,2020,8.811411155320048,6.084521728590202,17.72109017455479,0,0,0,1,0
Argentina,2018,9.53966270826637,11.630144658286202,123.75040607031892,0,0,0,1,0
Canada,2017,9.978564893118165,8.4724395096239,75.28880090875285,0,0,0,0,1
India,2010,4.257429165193865,12.601643193777244,52.60708456844164,0,0,1,0,0
Malaysia,2023,6.602960518605735,11.798460167675726,76.23967320573968,0,0,1,0,0
France,2006,5.605743884257179,6.112547430356415,113.43288450876004,0,0,0,0,1
Sweden,2009,6.510539844601368,10.192086121321108,3.726013589668184,0,0,0,0,1
Turkey,2006,3.259623657518773,12.17199730653683,82.46601232546953,1,0,0,0,0
Peru,2004,8.849196580767533,10.963472158232952,72.39346670931121,0,0,1,0,0
Peru,2011,9.2765515467567,10.60018158896779,134.06745853574597,0,1,0,0,0
Czech_Republic,2015,5.59729330490338,12.135719761408447,83.83977715938427,0,1,0,0,0
Saudi_Arabia,2020,4.243438892588615,4.624588131819376,21.461103538321037,0,1,0,0,0
United_States,2017,3.1266674212240986,12.04564142097576,58.9137990774859,0,0,0,0,1
Australia,2002,7.470118598222435,6.9992078946877125,93.53933643583524,0,0,0,0,1
Malaysia,2019,4.497854716965882,10.290594799602896,7.844137251311945,0,0,0,0,1
France,2014,9.27630855930711,6.665354941661582,132.81271551224438,0,1,0,0,0
Belgium,2004,7.36809979875896,13.226993294275214,11.099568766230192,1,0,0,0,0
Bangladesh,2012,7.165482601393926,9.286152897308316,5.558078049109655,0,0,0,1,0
Pakistan,2018,6.475216927185927,11.07235333227482,1.300320540932816,0,0,1,0,0
Egypt,2011,2.366210715429805,12.734902478244008,102.87792925329536,0,0,0,1,0
Kenya,2022,9.455379485484697,13.848467805785008,68.93209299617756,0,0,1,0,0
Australia,2020,7.02349994639568,12.05268306776275,16.319836440136022,0,0,0,0,1
Thailand ,2004,9.952495867064885,5.636454338094463,128.5750698756786,0,1,0,0,0
Malaysia,2005,6.298851238183096,13.399856065443652,31.20532083976856,0,0,0,1,0
Argentina,2006,7.680887135249705,10.804357074520569,49.6222996866893,0,0,0,0,1
South_Africa,2009,2.4496764629297774,10.70394734218301,27.480499603393284,0,0,1,0,0
Australia,2015,7.053889414587287,14.134746157854137,139.08668836066843,0,0,0,1,0
Pakistan,2007,8.117196892722859,6.737147112324714,113.95195069263332,0,0,0,1,0
Austria,2008,8.22811435882046,6.635463803434367,108.8690560999966,0,0,0,1,0
South_Africa,2003,8.160893217842283,9.64512910164458,7.555408480846184,0,0,0,1,0
South_Korea,2020,3.810261018349341,12.259493731883516,78.88255393166547,0,0,0,1,0
Portugal,2020,9.803187820841806,8.9196477905136,86.74241307496632,0,0,0,0,1
Italy,2007,9.96145696499951,10.972805288816424,57.99560517231969,0,0,1,0,0
Saudi_Arabia,2006,2.60476700129281,8.977771966449907,48.941681294349465,0,0,1,0,0
Portugal,2014,9.491571382494058,10.714258985356656,127.93948617259922,1,0,0,0,0
Colombia,2020,4.315593554434955,13.044885328750825,4.429472111825275,0,1,0,0,0
Canada,2002,7.514272654007718,5.985243657000156,94.17787239328295,0,0,0,1,0
Vietnam,2016,4.704887365889057,11.649163874065824,59.74279017970722,0,0,1,0,0
Vietnam,2010,9.742034586984971,12.661683132720016,100.22665149035026,0,1,0,0,0
Egypt,2008,2.812030866428284,8.918225482299608,30.489714323460472,0,1,0,0,0
Austria,2004,5.981974535651008,7.555569347746397,36.56024383967448,0,0,0,0,1
Thailand ,2009,5.424382335536597,4.148987563168423,88.44121719484335,0,0,0,1,0
China,2014,4.608187618223879,12.768155245675027,147.0108433965844,1,0,0,0,0
France,2013,7.164271927041189,7.607325249395869,146.22785386496125,0,1,0,0,0
Pakistan,2003,3.04844594737334,7.930404163488552,38.09816658779218,0,0,0,0,1
Japan,2020,7.733299345069575,7.696067794086935,16.250303518530878,0,0,0,1,0
Iraq,2019,9.8447369904383,9.486132638935718,88.96114245156951,0,0,1,0,0
Malaysia,2001,8.436469715749041,11.727495305409848,63.57740860297061,1,0,0,0,0
Israel,2011,8.880134023276362,12.49049444100562,114.49132023264124,0,0,0,1,0
Kenya,2000,4.87709394543202,8.318277924434742,79.66957506649636,0,0,0,0,1
Spain,2023,4.59909285184975,11.29412238549686,77.07743409335052,0,0,0,0,1
Israel,2019,6.136386837521066,11.927526752984466,97.32252036490203,0,0,0,0,1
Argentina,2004,2.365812918098181,7.266090648451197,19.836348282498637,0,0,0,0,1
Turkey,2005,9.562865075652262,5.062836164908026,101.89709772031856,0,0,0,0,1
Czech_Republic,2023,3.1502813841295376,13.841322927089088,73.78943539766259,1,0,0,0,0
Philippines,2010,9.22410431334474,11.448275689597525,123.20191277953192,0,1,0,0,0
Norway,2007,2.6686577760028456,11.129214497639206,21.66731822201794,0,1,0,0,0
Italy,2006,8.58099942142848,4.647927667331758,45.81131031834418,0,0,1,0,0
France,2003,3.215700207025721,12.996603632543192,142.5867097283131,0,1,0,0,0
Ethiopia,2005,2.3050529127317816,10.226595716946584,83.40785901421319,0,0,0,0,1
Spain,2015,7.755915602075269,13.326728590493229,139.4658489633445,0,1,0,0,0
Ukraine,2019,4.242122401395426,14.720173021104376,103.66623036366995,0,1,0,0,0
United_Kingdom,2014,7.715969222274796,14.528103529682664,139.03827337533374,0,0,0,0,1
Kenya,2013,6.440682003782558,13.416982810292282,48.35611636971152,1,0,0,0,0
Australia,2022,2.8704591218405247,4.120421112145058,14.489529997004428,0,0,0,0,1
Ethiopia,2011,9.45704058640931,13.74299929060652,120.53402296981672,0,1,0,0,0
Morocco,2011,5.618513398107821,4.825685452104101,120.86584411688816,0,1,0,0,0
Italy,2015,7.875578222389504,13.36313367194444,93.20519240170483,0,0,1,0,0
Argentina,2014,6.008164576125001,7.08191475472786,87.35596027111299,0,0,0,0,1
Austria,2012,6.834891799689638,10.710751723867045,137.32131743076633,0,0,1,0,0
Sweden,2010,4.42218873885354,4.418750542648676,27.29827158620811,0,0,1,0,0
Pakistan,2016,3.6028824320276014,12.48299865730051,92.86415773424427,0,0,0,1,0
Colombia,2020,6.340561627264543,5.228767344562686,8.415821012509392,0,0,1,0,0
Finland,2014,5.521751783768016,8.51756988843349,21.988875576886738,0,1,0,0,0
Argentina,2013,5.120905707471465,12.991906025578317,66.15357991805163,0,1,0,0,0
Spain,2009,7.380537560756984,11.648838961591686,123.35989803887396,0,0,0,1,0
India,2011,7.524053056089087,4.066469665438736,110.23677092175885,0,0,0,1,0
Germany,2015,2.3673604487301043,8.433355679968038,146.13559426585317,0,0,0,0,1
Poland,2014,4.709955953949377,4.461202686609588,7.682448622014984,0,0,0,1,0
Sweden,2009,5.294116401811019,11.40849846900316,57.821480605109,1,0,0,0,0
Finland,2003,2.775137289313345,14.658433409286536,24.65982943469897,0,1,0,0,0
Australia,2022,3.887206933586307,11.207873885308352,6.507231323375756,0,1,0,0,0
Romania,2008,2.413134377782053,6.468096742293113,40.39523588787674,0,0,0,1,0
Netherlands,2020,9.969936788936163,7.907563352731941,37.42630478389523,0,0,0,1,0
Thailand ,2019,7.892457623758756,14.743156112243144,63.58413005086658,0,1,0,0,0
Argentina,2008,2.6996012520220294,6.464576532355851,21.872099977188387,0,0,0,1,0
Russia,2020,2.161995038320737,10.17681980359887,73.7965693046915,0,0,0,0,1
Belgium,2023,7.754302401218242,8.404991895499192,138.09465076982207,0,0,0,1,0
Philippines,2019,5.513537325461336,12.451468277210438,112.48015080814892,0,0,0,1,0
Czech_Republic,2010,8.294373672516608,13.541281991778758,126.48442209449676,0,0,0,0,1
Turkey,2010,9.38780830254707,7.749210017853264,120.90456040490844,0,0,0,0,1
Austria,2006,6.79440311213098,11.264360000693207,59.05432412965448,0,0,0,0,1
Italy,2020,3.4968673833380244,10.039524672695,106.63519440837744,0,1,0,0,0
South_Korea,2009,8.25755228837162,7.062889390609767,113.38417967402664,0,0,0,1,0
Philippines,2003,9.646493945394996,6.991348830943019,31.64156774918611,0,0,0,0,1
Indonesia,2004,6.641850296479648,9.924948122855344,129.17909262634623,0,0,0,0,1
Australia,2004,7.455979578245868,5.694031608855298,69.20436237981727,0,1,0,0,0
Switzerland,2010,4.699797560293384,12.918908861307186,3.4376011868982768,1,0,0,0,0
Portugal,2008,5.05222155728249,4.759053231204423,96.86423218346371,0,0,0,1,0
Israel,2015,7.877235982824511,5.040319348291479,101.8377006957768,1,0,0,0,0
Belgium,2008,9.422168787254552,7.764489398199943,83.21258220484816,1,0,0,0,0
Peru,2021,7.031907097794818,5.299009340168468,32.649879826226325,0,0,0,0,1
South_Korea,2003,8.318783267882779,9.232700233810418,72.85942607605372,0,1,0,0,0
Romania,2001,3.373080139322984,8.396434794860575,60.61899008658056,0,0,0,1,0
Indonesia,2013,3.695672722063789,11.939907754742888,146.22822500274495,0,0,0,1,0
Switzerland,2002,6.2562774946671205,14.483045707306925,123.87708677863478,0,0,0,1,0
France,2017,3.412433537942724,12.289144432130383,114.523041157995,1,0,0,0,0
Bangladesh,2020,7.079960561767389,5.973935291686647,27.979981747024304,0,0,1,0,0
France,2005,4.333225483157592,14.290734140108434,50.32496259576127,0,1,0,0,0
Switzerland,2010,8.332260949335137,8.313467758083739,57.57706349981381,0,0,1,0,0
United_States,2020,8.464882772914748,9.21608297019604,74.40150231277144,1,0,0,0,0
Canada,2017,5.710299646042825,8.637338611076991,5.503452297755237,0,0,0,0,1
Argentina,2011,3.4464850803010822,7.086017256164909,89.35837498312306,0,0,1,0,0
India,2004,7.17419968865546,13.845487165772322,54.32062505184384,0,0,1,0,0
Brazil,2008,9.942296146108692,7.654627524862777,84.68989466846133,0,1,0,0,0
South_Korea,2019,6.9807271835401865,10.36456116647501,2.337779254249334,1,0,0,0,0
Morocco,2017,2.286197525712063,6.640369428117632,48.89353771063103,0,1,0,0,0
Brazil,2018,2.1383518061366606,12.771129122471985,115.53124234593534,0,0,0,0,1
Canada,2002,4.5628957639384495,12.516185254821051,75.66115132652898,0,0,0,1,0
Switzerland,2008,3.566270454883239,7.259433522917483,118.5442119235001,1,0,0,0,0
Vietnam,2003,8.504409657146464,11.49709480457799,105.1450984850906,0,0,0,0,1
Morocco,2016,8.758445336288004,11.742608864044447,128.3831656974956,0,0,0,0,1
Peru,2016,4.068950170483809,10.187625577152428,2.1090946942738724,0,0,1,0,0
South_Korea,2022,4.6051582155991415,10.60658220498837,39.93749828481469,0,1,0,0,0
Russia,2022,3.889975741720917,10.319001021198757,82.77145726356115,0,0,1,0,0
Australia,2001,9.267060378970111,4.900508443943302,141.21169342117517,0,0,1,0,0
Denmark,2008,6.021194676978258,11.372918791851635,102.28873683974832,0,0,0,1,0
Nigeria,2008,7.249096352656159,9.167525108225604,69.03172915599544,0,1,0,0,0
Chile,2004,5.323856693596826,8.823030085955548,20.39105824564477,0,0,0,1,0
Canada,2014,7.048113548036249,13.459991406599809,74.48908785886039,0,0,0,0,1
Saudi_Arabia,2014,5.086843013773889,4.255493848072295,66.72195889595386,0,0,0,1,0
Romania,2002,4.717427501833804,6.764464097546307,116.98804792861658,0,0,0,0,1
Ukraine,2018,7.075840585387842,5.33543849827021,62.58894743398566,0,0,1,0,0
Italy,2002,6.728496624391914,4.388751490706984,48.50687315016663,0,0,0,1,0
Argentina,2005,4.348223633343597,7.032446974435423,14.368232687854311,0,1,0,0,0
Kenya,2003,3.1947876025557878,14.873239000741457,7.928658524879652,0,0,0,1,0
Sweden,2023,4.948613550705101,6.972520905283312,66.43102970083417,0,0,0,0,1
Turkey,2012,5.321581113135274,11.300764017753483,52.68243494582551,1,0,0,0,0
Bangladesh,2012,7.029474667396839,5.301287790447937,83.74330125741601,0,1,0,0,0
South_Korea,2010,9.31623010909491,10.620323930519527,107.07733713014514,0,0,0,0,1
Ethiopia,2004,2.289478380263401,14.829296314521446,6.961015222496644,1,0,0,0,0
Nigeria,2000,3.9492881003347593,7.2102127580651185,74.93634934571949,0,1,0,0,0
Argentina,2008,3.549727538236483,13.328831780131411,129.43381223311496,1,0,0,0,0
Ethiopia,2016,6.018355269550269,14.97328518403189,68.81982133490892,0,0,1,0,0
South_Korea,2021,5.437606456345279,10.474094975928184,78.66508943166538,0,0,1,0,0
Portugal,2000,7.8323009905615075,7.403412104708389,73.53198426678473,0,0,0,1,0
Colombia,2002,3.939327300358911,11.408843858890718,59.079144854028144,0,0,0,1,0
Norway,2014,6.7559869259980685,13.293330268954806,17.40780906458249,0,0,0,1,0
Belgium,2020,9.070858108799674,5.884852672581761,19.82707613669647,0,0,0,1,0
Nigeria,2022,9.285421919346437,8.977673402255986,27.68429701891631,1,0,0,0,0
Portugal,2009,9.670276837800248,7.51106481136225,119.09213149375056,0,1,0,0,0
Sweden,2007,8.186089216639909,7.116948966586179,42.02451278369527,0,1,0,0,0
Romania,2011,9.24790325007132,13.4690338681419,142.2704434845362,0,0,0,1,0
Brazil,2021,3.876246975882194,8.638194075040223,121.71535481395772,0,0,1,0,0
Thailand ,2014,3.580647554803816,7.72983975984304,102.9965595616035,0,0,0,0,1
Germany,2008,2.051904670244212,10.63861595568615,108.33865077996528,0,0,0,1,0
Mexico,2023,7.654754859432787,6.4134173760111945,8.097199093074323,0,0,0,1,0
Pakistan,2009,9.499737502509957,6.528828396248868,85.69001568099523,0,0,1,0,0
Philippines,2019,3.4954827603334118,9.723176039586551,141.21747957833773,0,0,0,0,1
Austria,2008,7.095548603415031,8.502000015108026,6.827417325483832,1,0,0,0,0
Saudi_Arabia,2014,7.97167807377422,7.244806223145569,44.36146125851749,1,0,0,0,0
France,2022,9.420913881184452,4.593462455015124,8.675212327956368,0,0,0,0,1
Peru,2020,7.174881792137773,9.728516625023737,85.89149510205867,0,0,0,0,1
Poland,2020,9.762349861990018,12.982701261611826,18.313893448408827,1,0,0,0,0
Thailand ,2000,4.757385128100382,13.365149258146635,72.40827327743547,0,0,0,1,0
Czech_Republic,2001,4.799428270171261,6.589839776986882,108.27246608134416,0,0,0,1,0
Israel,2018,6.344100080114765,10.596053243422372,25.501341705384668,0,0,1,0,0
Netherlands,2013,5.068015048927257,13.414694404092344,113.54930112466236,0,0,0,0,1
India,2007,2.011405826300261,8.495985211038912,9.970464830534906,0,0,0,1,0
United_Kingdom,2005,7.854176200695899,14.253504990382812,23.294047558292508,0,0,0,1,0
Russia,2011,8.013736331827868,13.932763820425082,42.7364441141513,0,0,1,0,0
Canada,2014,7.975796837494164,6.289472871606903,119.618761044401,0,0,0,0,1
Mexico,2013,4.760165332883733,6.848613161902241,127.67039647938674,0,0,1,0,0
Australia,2020,6.178315786489375,5.984861985105658,33.836592340569325,0,0,1,0,0
Portugal,2000,4.879788145413356,6.156597866001725,15.271790003298925,1,0,0,0,0
Belgium,2010,2.128291200245166,13.986482958908478,127.34511356974048,0,0,1,0,0
Malaysia,2002,6.49959153017135,14.242517001118852,97.75574819079397,0,0,0,0,1
Finland,2018,2.9900853286720883,4.57086965303644,24.52046002340353,0,0,0,1,0
Argentina,2017,2.640330592731525,10.529636912394253,84.09980098746212,0,0,0,1,0
Mexico,2019,8.043992549574298,10.206547191433287,130.9833434999447,1,0,0,0,0
Japan,2001,2.076049619344845,8.296024113969057,11.357726365712688,0,0,0,0,1
Denmark,2006,9.672067548869808,10.948673521054175,13.474463813593752,0,0,0,1,0
Ethiopia,2007,6.122042912900615,14.421046080619352,41.76755633872264,0,0,1,0,0
Morocco,2018,9.864131445649187,5.872803709943608,98.18708651419983,0,1,0,0,0
Bangladesh,2021,2.4639805797816674,5.324520006881012,27.523267911119184,0,1,0,0,0
Nigeria,2014,6.668236390927306,4.367296279118732,122.63871344325749,0,1,0,0,0
Spain,2009,4.7946162878072895,8.002166386241578,112.81409634244906,0,1,0,0,0
Austria,2021,8.747859942514285,7.713913247856526,84.58972319056909,0,0,1,0,0
Kenya,2000,4.88978188187429,8.739016569745083,18.294087951181137,0,0,0,1,0
France,2005,4.083900632458793,9.536410339690438,148.24475441851746,1,0,0,0,0
Russia,2012,8.860425016799306,12.336063934335002,74.0150108048609,0,0,1,0,0
Brazil,2013,4.997224733226088,8.313247295032703,68.35889903222466,0,0,0,1,0
Italy,2002,2.134666558884492,7.636744202973569,149.33979287043005,0,0,0,0,1
Vietnam,2010,5.12231280671467,13.095667022855896,129.71637125722907,0,0,0,1,0
Germany,2002,7.236178152087535,13.34776337719022,68.99879237069072,0,0,0,1,0
Iraq,2018,4.034876310451055,6.560425607226884,63.401644904504536,0,0,0,1,0
Germany,2009,5.455900739401258,7.461390049824391,15.29049800248093,0,0,1,0,0
Norway,2014,2.453721106257804,13.07628008001097,139.05025021197287,0,0,0,1,0
Czech_Republic,2010,6.704742332111658,4.873490687275413,126.72245231016048,0,0,0,1,0
Israel,2014,8.05035939088315,7.584314584298117,47.19037143910672,0,0,0,0,1
Nigeria,2023,5.306500491208882,8.931851177449474,113.24487184774782,0,0,0,0,1
Chile,2012,5.3618610624116805,6.057787767206282,114.64668451481472,0,1,0,0,0
Philippines,2004,2.7062599886793315,5.97905616271768,34.95869686676563,0,0,1,0,0
Portugal,2003,3.615526916095861,8.673482638148815,92.4346650208638,0,0,0,1,0
United_States,2012,3.2374024250233013,12.299738972083412,38.99929170841949,0,1,0,0,0
Mexico,2008,5.853502149292304,13.242562775023902,118.69302173845082,0,1,0,0,0
Finland,2016,6.234044327606001,14.771586017897906,23.91764566995419,0,0,1,0,0
Ukraine,2001,9.59152105027408,4.81382455100891,100.66699380440431,0,1,0,0,0
Morocco,2023,2.5858520342178712,6.383504212605919,49.57574503611242,0,1,0,0,0
Israel,2004,6.798943785240377,12.322928266226176,6.391126572755004,0,0,1,0,0
Finland,2015,6.2119882186259305,9.94658576661228,19.431991987423075,1,0,0,0,0
Turkey,2006,6.129864783486633,7.6044775135866,98.57997158935552,0,1,0,0,0
South_Africa,2000,8.985274299062612,6.26148627371968,36.747231180075374,0,0,0,0,1
France,2011,3.644307765563892,7.085253068066928,95.02427051511606,0,1,0,0,0
Bangladesh,2020,2.326186194730972,8.722178453310471,62.80850273419176,0,0,1,0,0
Netherlands,2010,7.37817206107354,5.94866341456636,104.21430611756077,0,0,1,0,0
Ukraine,2011,4.761259713087841,14.606485514644255,74.44934470563653,1,0,0,0,0
Japan,2018,2.1407193297001967,5.183472890598618,46.97351747701448,1,0,0,0,0
Russia,2011,4.010992058323311,14.84135177938141,22.727057798782678,0,0,0,0,1
United_Kingdom,2011,4.474614193734495,13.260826146007398,51.82363961077076,0,0,0,0,1
Bangladesh,2013,6.934707014273936,8.65466779265113,95.59921761108622,0,1,0,0,0
Vietnam,2001,3.380686352394177,12.137979678270312,111.33055227441788,1,0,0,0,0
United_States,2001,5.304434783627184,11.386667680660246,24.890611551158592,0,0,0,0,1
Iraq,2003,5.85980355534266,6.34615609743824,99.97658892432943,0,1,0,0,0
Argentina,2019,5.673899130912727,7.729770947308411,27.71264693807533,0,0,0,1,0
South_Africa,2022,9.791526133334257,9.644348190860036,34.05108218000753,0,1,0,0,0
China,2015,2.364033902322369,11.016285978764996,80.16626880172224,0,0,0,0,1
Switzerland,2009,9.607745491619196,9.971844794922838,44.09114299443514,0,1,0,0,0
Turkey,2012,6.6554977119522665,9.202862071071213,99.57772074423649,0,0,0,1,0
Portugal,2001,8.365821719758706,8.874675008003901,143.41071701198922,0,0,0,0,1
Chile,2002,5.443140944128603,9.480909492245196,23.18493799927174,0,1,0,0,0
Egypt,2018,5.630703050055844,8.777866718305674,86.00611401410309,0,0,0,0,1
Norway,2005,9.034611992126589,9.954630853002875,138.57157821830572,0,1,0,0,0
India,2018,9.167475970335218,13.767838289513335,27.302817521090244,0,0,1,0,0
Thailand ,2020,3.909511051450381,10.961122443600727,55.66078460434387,0,0,0,0,1
