Country,Year,Coffee_Consumption_kg,Coffee_Price_USD_kg,Population_Millions,Coffee_Type_Americano,Coffee_Type_Cappuccino,Coffee_Type_Espresso,Coffee_Type_Latte,Coffee_Type_Mocha,Year_diff,log_population,standardized_price,price_population_interaction,americano_ratio,yearly_trend,year_trend
Argentina,2002,4.060630259983995,14.21262782038319,139.8339099475884,1,0,0,0,0,21,4.940455360812926,1.5075743069831975,1987.4073187540528,1.0,-0.52532509447047,0.08695652173913043
Egypt,2006,4.667656164253178,11.341874938000622,103.3053587493327,0,1,0,0,0,17,4.637689250378674,0.5965844308661258,1171.6764593602197,0.0,-0.3211829751382508,0.2608695652173913
Australia,2016,5.5321495720869205,8.555055260168972,149.46653174943256,0,0,0,1,0,7,5.007072499871811,-0.28777051610563725,1278.6944386621958,0.0,-0.02190037098990638,0.6956521739130435
Kenya,2018,6.233520789972536,11.48266292968624,50.92140695006891,1,0,0,0,0,5,3.930283403905856,0.6412613641861429,584.7133519130236,1.0,-0.3289414392433425,0.782608695652174
Finland,2017,5.594926973001205,8.41444110518126,124.71618129615985,0,0,1,0,0,6,4.82604060606525,-0.3323922849867848,1049.4169623796456,0.0,0.4058517370085415,0.7391304347826086
Turkey,2000,5.9455641583034335,5.256021447867552,101.38167319685644,0,0,1,0,0,23,4.618892337118471,-1.3346688480443285,532.8642487433764,0.0,-0.4051861807193924,0.0
Portugal,2023,4.388710050306341,11.908766218945898,49.19088929242118,0,1,0,0,0,0,3.8957084293675788,0.7764787787807309,585.8028006854929,0.0,-0.4577455114246811,1.0
Pakistan,2004,3.2717207521810447,13.064963733878182,105.99679604304144,0,0,0,0,1,19,4.6634088676462095,1.1433805199089533,1384.8442962096187,0.0,-0.5605147885072589,0.17391304347826086
Kenya,2001,2.3787998186147155,12.016868189213264,76.93365401957612,0,0,0,0,1,22,4.342943414322521,0.8107832990709436,924.5015796677835,0.0,-0.6769971529800837,0.043478260869565216
Australia,2000,3.5678297799333416,6.520261345323442,29.157109728771264,0,0,0,0,1,23,3.3726987845589527,-0.9334814958923926,190.11197550586135,0.0,-0.3999173694979651,0.0
Czech_Republic,2006,6.655549132046264,14.522985148253742,26.908072679009944,1,0,0,0,0,17,3.292426341178366,1.606061496669189,390.7855398853937,1.0,0.4258867615436597,0.2608695652173913
Romania,2010,8.28892358242506,4.277800178602715,107.29642816811136,0,0,0,0,1,13,4.675595360807762,-1.6450925276203474,458.99267958098017,0.0,1.1768119755138318,0.43478260869565216
Ukraine,2010,3.353980779543156,7.659538271132046,107.0776388851933,0,0,0,0,1,13,4.673554168401513,-0.5719492470267074,820.165273023595,0.0,-0.5953659427317468,0.43478260869565216
Belgium,2017,2.868442862181188,6.861016779883851,80.0852903832536,0,0,0,1,0,6,4.383092196551797,-0.8253479282065631,549.4665211413737,0.0,-0.48731361892244485,0.7391304347826086
Malaysia,2016,7.994322884394002,4.529388503763361,75.71093442438432,1,0,0,0,0,7,4.326922594191797,-1.5652547893820148,342.924235990988,1.0,0.445066294796195,0.6956521739130435
Switzerland,2001,4.4412666442983175,8.463026622875354,27.82572840764041,1,0,0,0,0,22,3.3259610749911284,-0.3169744080190909,235.4898803147598,1.0,0.8670199188449037,0.043478260869565216
Malaysia,2006,9.61199551381882,10.85426324179052,64.96363232764143,0,0,1,0,0,17,4.173827610663951,0.44184825644661024,705.1323664271127,0.0,0.44420773149090853,0.2608695652173913
Brazil,2006,7.714543764882984,13.708081498336114,130.83823063363403,0,0,1,0,0,17,4.873961679448464,1.3474641859631267,1793.5411286239519,0.0,-0.19740456039621934,0.2608695652173913
Ethiopia,2009,4.614048377944247,14.88658687810617,128.35436860817748,0,0,0,1,0,14,4.854794943420248,1.7214449895734296,1910.7584594700975,0.0,-0.39593052462104894,0.391304347826087
Switzerland,2021,4.316341982349639,12.88898545044838,99.47691636940672,0,1,0,0,0,2,4.5999256209618755,1.0875364813625366,1282.1565277407535,0.0,-0.5130540638119946,0.9130434782608695
Malaysia,2020,6.189587090170472,9.155485705841071,149.60614501749023,1,0,0,0,0,3,5.00800614101689,-0.09723302307496741,1369.7169222136183,1.0,0.4975010603401464,0.8695652173913043
France,2002,2.6331573462256754,11.960748685637338,134.08357365675346,0,0,1,0,0,21,4.898463289546494,0.7929746259789029,1603.739927380571,0.0,-0.3515397419522619,0.08695652173913043
Peru,2011,2.941412101162392,13.279861674486048,22.6393331116472,0,0,0,0,1,12,3.119688796701811,1.2115751212254189,300.6472121252866,0.0,-0.5676799007552809,0.4782608695652174
Austria,2002,3.40686305052954,9.118379160605496,60.47132406096173,1,0,0,0,0,21,4.102169270208158,-0.10900822227610317,551.4004611316951,1.0,0.2938319297222711,0.08695652173913043
Russia,2010,8.197788746436482,12.6355987742805,20.65868522913188,1,0,0,0,0,13,3.0281358231927076,1.007128063714161,261.0348577594654,1.0,1.4441966979766345,0.43478260869565216
Germany,2011,6.11085887415298,9.309176601441644,70.44735284795127,1,0,0,0,0,12,4.254865662733856,-0.04846154894261857,655.8068487656512,1.0,1.0775255775068309,0.4782608695652174
Iraq,2003,2.0845369821955435,8.25145589964395,116.68104088697996,0,0,1,0,0,20,4.7594440658286015,-0.3841131673770935,962.7884632034678,0.0,-0.7447243872004272,0.13043478260869565
Spain,2015,7.388132219776872,9.786999215621371,24.212517779385163,0,0,0,1,0,8,3.186869763038892,0.10316820880102143,236.9678925150611,0.0,-0.03814577382320772,0.6521739130434783
Nigeria,2019,5.389521429283977,11.434402113898594,132.1828828305656,0,0,1,0,0,4,4.88418643968922,0.6259465264425305,1511.4322348590294,0.0,0.2864157857402514,0.8260869565217391
Argentina,2017,6.086818919710384,11.99570261950457,85.78957517953543,0,0,0,0,1,6,4.451897497708007,0.8040667266187485,1029.1062317073374,0.0,1.1219941313671193,0.7391304347826086
Ethiopia,2003,3.712929947303485,7.924098957813186,112.59272376478953,0,0,0,0,1,20,4.723777093411482,-0.4879949266586399,892.1958850419167,0.0,0.7811772969327859,0.13043478260869565
Philippines,2021,6.414257827152829,10.284522767116382,7.72821600403245,0,1,0,0,0,2,2.044878047351956,0.2610497601261922,79.48101344266492,0.0,0.4860402288284791,0.9130434782608695
Saudi_Arabia,2005,9.833225918011909,14.008579614884916,14.981884849279892,0,0,1,0,0,18,2.706841794558355,1.4428227045065298,209.87492669217545,0.0,-0.0019942909870758196,0.21739130434782608
Sweden,2020,2.587557528046092,14.739441901217038,93.50831677325138,0,0,1,0,0,3,4.538050381785412,1.6747507634384973,1378.2604023599374,0.0,-0.581949895792673,0.8695652173913043
Mexico,2014,4.271339197315445,6.4997290030235,125.89059502638936,0,1,0,0,0,9,4.83541323632502,-0.9399971232328741,818.254751700909,0.0,-0.556686411094895,0.6086956521739131
Malaysia,2000,3.9439807428866382,6.121142822846756,131.20589759425738,0,1,0,0,0,23,4.876767826675457,-1.0601357041241033,803.130038374255,0.0,0.10542850588581731,0.0
Morocco,2002,3.9883944860094367,11.443541967715134,103.56702946479516,1,0,0,0,0,21,4.640219030764298,0.6288469203939415,1185.1736481519733,1.0,0.17069410388818151,0.08695652173913043
South_Africa,2004,5.029650860523018,8.561522744057882,30.93986930195418,1,0,0,0,0,19,3.4320456208940517,-0.2857181582092455,264.892394726859,1.0,0.5373105596405425,0.17391304347826086
Poland,2021,8.544878277953341,4.266445722599507,30.058235484443813,0,0,0,0,1,2,3.4031366828162937,-1.6486956919788045,128.24183021149403,0.0,0.33216944317098873,0.9130434782608695
Austria,2016,9.3028695197151,7.815480577120125,132.3230493562159,0,0,0,1,0,7,4.885246276325863,-0.5224633219631795,1034.1682221488131,0.0,0.16368448638415134,0.6956521739130435
Pakistan,2013,3.6177206996717866,12.874192178194772,17.872072442074035,0,0,0,0,1,10,2.8832392957023605,1.082842060835996,230.08849524187988,0.0,-0.37043785203131263,0.5652173913043478
Colombia,2008,6.343599503584902,12.771696234215009,103.22455875216298,0,0,1,0,0,15,4.636906797141201,1.0503165279412483,1318.3527082935059,0.0,1.1805229963673356,0.34782608695652173
Colombia,2002,7.095191777323842,9.4415366369824,80.49251901647507,0,0,0,1,0,21,4.388164248633761,-0.00645909964783596,759.9730672970519,0.0,0.778959378820848,0.08695652173913043
Brazil,2012,6.174619794910759,9.198357283762888,63.79159432442575,1,0,0,0,0,11,4.155621431270047,-0.08362837820998502,586.777876296929,1.0,-0.29885238285868,0.5217391304347826
Finland,2002,5.4726111535753565,10.374581866778152,66.60985035841448,0,1,0,0,0,21,4.1988524698892284,0.28962864915129005,691.0493456772131,0.0,-0.22868735260042394,0.08695652173913043
India,2010,3.5358040468739027,6.413363816199336,141.8358970475434,0,1,0,0,0,13,4.954670734722805,-0.9674038050579131,909.6452099628891,0.0,-0.5686880747676145,0.43478260869565216
Chile,2001,5.905754873593908,9.78647987380051,129.3550367846524,0,0,0,0,1,22,4.86256084706722,0.10300340355290936,1265.9304640677253,0.0,0.32974562137035734,0.043478260869565216
Iraq,2023,5.209718621690631,4.121509960623133,129.88259571838014,0,0,1,0,0,0,4.866630932547566,-1.6946888572763374,535.3124119648912,0.0,0.18707286696394587,1.0
Belgium,2014,8.364506900018156,9.231155102614473,61.58612791339971,0,0,1,0,0,9,4.1204366489679565,-0.07322048796074929,568.5110989380473,0.0,0.9582867371608617,0.6086956521739131
Denmark,2012,8.108834873303962,7.696561508756519,16.940200101858792,0,1,0,0,0,11,2.829689501542501,-0.5602004842321268,130.38129205459964,0.0,0.3132524985566594,0.5217391304347826
Colombia,2018,3.0719894496453657,11.423565664940256,149.67807553452846,0,0,0,0,1,5,5.008486824684679,0.6225077437612736,1709.8573244705735,0.0,-0.5071822886053292,0.782608695652174
Peru,2021,2.7081524205045406,11.021889425678904,22.656120001066743,0,0,0,0,1,2,3.120430014154536,0.495041882910104,249.71324946666985,0.0,-0.683067173994526,0.9130434782608695
Thailand ,2015,9.265231545820024,8.1891946820109,77.82176721897002,1,0,0,0,0,8,4.354421176357543,-0.40387082025153975,637.2976022542795,1.0,0.2540695361431744,0.6521739130434783
Kenya,2017,6.284067111715982,4.080002796264507,40.428259101160414,1,0,0,0,0,6,3.69952902314509,-1.7078605261960436,164.9474101808405,1.0,0.032405792682096424,0.7391304347826086
Brazil,2006,8.862407498260726,6.775009923344565,77.10068638583634,1,0,0,0,0,17,4.345112183069687,-0.8526408993517894,522.3579153607184,1.0,0.14879217337555062,0.2608695652173913
Peru,2012,2.465208964531209,10.966826352080783,46.43504592129457,0,0,0,1,0,11,3.83805447416459,0.47756845184482016,509.24508526973455,0.0,-0.6959848112523279,0.5217391304347826
France,2003,6.212124932173042,4.79610677319255,134.63610945252296,0,0,0,0,1,20,4.902575653539052,-1.4806157928607264,645.7291564615389,0.0,0.6731058814305391,0.13043478260869565
Indonesia,2008,6.315412116609891,5.184066640168102,145.28289776062007,0,0,0,0,1,15,4.978682860693574,-1.3575026146685554,753.1562236677836,0.0,-0.0044434373511571534,0.34782608695652173
Thailand ,2009,8.8856162603372,11.11738527023796,62.09957811304458,1,0,0,0,0,14,4.1287391952455765,0.5253460404495536,690.3849350019534,1.0,0.9257744029758344,0.391304347826087
Portugal,2008,2.78087998583766,12.313441410442216,11.458256446056517,0,1,0,0,0,15,2.438710557133772,0.904896311627696,141.09056941433877,0.0,-0.5596676931781239,0.34782608695652173
Brazil,2006,3.9235645094072735,7.537046788139833,99.8370788024768,1,0,0,0,0,17,4.603539645403776,-0.6108200608822909,752.4767341254711,1.0,-0.5572800607309826,0.2608695652173913
Saudi_Arabia,2014,5.252306511096105,9.38640372068218,57.11720904322177,0,0,0,1,0,9,4.045105455549443,-0.023954694235073973,536.1251834782787,0.0,-0.372072188608667,0.6086956521739131
Finland,2007,8.926731803359537,14.402825014820245,147.90932973750765,0,1,0,0,0,16,4.996599449116711,1.5679305012280411,2130.312194268671,0.0,0.46143970051548644,0.30434782608695654
India,2018,9.511066520564537,14.400979183935664,14.316841904853144,0,0,0,0,1,5,2.661436599839967,1.5673447547992223,206.17654225148794,0.0,2.0960609326514796,0.782608695652174
United_States,2010,9.941796956749023,7.382530519097731,18.74983966357925,0,0,0,1,0,13,2.931185201104084,-0.6598534547548804,138.42126354456295,0.0,1.811749979623115,0.43478260869565216
Nigeria,2004,9.673547891668171,12.909866625187991,105.2140440137955,0,0,0,1,0,19,4.655996789623509,1.0941628053857415,1358.299275314759,0.0,0.9233040542822586,0.17391304347826086
Russia,2001,2.047534046754836,10.533384580875447,114.0387907507102,0,1,0,0,0,22,4.736538660258947,0.3400222813341072,1201.2144401152125,0.0,-0.6532985044960353,0.043478260869565216
Malaysia,2009,2.3816667316309763,14.73032942685418,71.19336423929396,1,0,0,0,0,14,4.265399615188323,1.671859057941349,1048.7017082508198,1.0,-0.7319638096164425,0.391304347826087
Iraq,2015,3.1808545532607093,9.253749266822062,42.31242576358027,1,0,0,0,0,8,3.7450807961913157,-0.06605057271699694,391.54857888719386,1.0,-0.6566891461341038,0.6521739130434783
Poland,2022,4.790896774162185,12.521775548171178,47.16169732043739,0,0,1,0,0,1,3.8535820657008553,0.971007989677514,590.548188317303,0.0,-0.36890648105488577,0.9565217391304348
Denmark,2012,8.63934424789567,12.44950842576358,51.35797199676936,0,1,0,0,0,11,3.938820172557901,0.9480751147186653,639.3815051039102,0.0,2.504507882372783,0.5217391304347826
Egypt,2007,9.141249562683845,9.471761543963837,34.567016605564575,1,0,0,0,0,16,3.5428999501100895,0.003132316052081889,327.4105385741459,1.0,0.024030940331776884,0.30434782608695654
United_Kingdom,2008,3.4946752503566643,12.751931257270384,127.74573967395506,0,0,0,1,0,15,4.850041879595867,1.044044412354867,1629.0048907314329,0.0,0.25667963671722216,0.34782608695652173
Canada,2010,6.957313212957669,6.871443666376962,10.69650392566483,1,0,0,0,0,13,2.369916952158875,-0.8220391139603288,73.5004241523859,1.0,-0.3001956041523587,0.43478260869565216
Germany,2010,9.338895880522212,5.344783399192518,61.68439578766888,1,0,0,0,0,13,4.122030994349718,-1.3065015893653686,329.68973459515354,1.0,0.34231356195506013,0.43478260869565216
Colombia,2022,5.709853887450566,8.67680119120848,112.39286858130788,0,0,0,1,0,1,4.722000488661241,-0.24913629185175798,975.2105759896303,0.0,0.19181317331744951,0.9565217391304348
Vietnam,2015,2.828348575622272,14.379937222969431,1.5699956925622711,0,1,0,0,0,8,0.45107287576554295,1.5606674077062257,22.576439499377873,0.0,-0.11082115567877238,0.6521739130434783
Canada,2009,5.662509200677,9.508190690227815,131.82684500035833,0,0,1,0,0,14,4.881489281149113,0.014692552966145224,1253.4347803545122,0.0,1.3775405372519471,0.391304347826087
Greece,2023,5.006359218304458,10.987850525116198,106.23768864452528,1,0,0,0,0,0,4.665678929509958,0.48424015420782535,1167.3238429598782,1.0,-0.03903462320200701,1.0
Canada,2011,6.621263968528056,10.86578701498663,11.932719568276132,1,0,0,0,0,12,2.479284170589809,0.4455051510475878,129.65838933845166,1.0,0.08352428110129173,0.4782608695652174
Russia,2005,5.509269475256829,5.458301539964834,134.35449176017127,1,0,0,0,0,18,4.900481767775202,-1.2704783295320858,733.3473292757354,1.0,-0.43972918743122924,0.21739130434782608
South_Africa,2011,2.1387674148297435,8.293265706149313,73.60844390199188,0,1,0,0,0,12,4.298759746083437,-0.37084545956339,610.4543834954047,0.0,-0.6769850250653572,0.4782608695652174
Belgium,2009,9.95198186730937,11.776328702140622,98.1836607496564,0,0,0,1,0,14,4.586839814038448,0.7344517419820922,1156.2430621674164,0.0,0.7575215358801584,0.391304347826087
United_States,2017,6.348321901844567,14.691891084387988,132.42297280330743,0,0,0,1,0,6,4.886001139050683,1.6596612330932696,1945.5438934970655,0.0,0.01022503244893569,0.7391304347826086
India,2017,5.789046043876876,5.848195121267288,132.29318935873033,0,0,0,1,0,6,4.885020591025842,-1.1467515164339217,773.6763845846162,0.0,-0.08809821975240228,0.7391304347826086
Kenya,2003,9.636938972032432,8.514860793730278,61.90287365761774,0,0,0,1,0,20,4.125566602807129,-0.300525620254897,527.0943519264881,0.0,0.5513111982217278,0.13043478260869565
Mexico,2008,3.246882940696617,5.046031797830024,36.41573326871519,0,0,0,1,0,15,3.5950009139140793,-1.4013058778101186,183.75494801523354,0.0,-0.07090567560884464,0.34782608695652173
Israel,2006,3.513900820361986,6.666141056141816,39.355810107580325,0,0,0,1,0,17,3.6726436159990015,-0.8871887827501422,262.35138155586225,0.0,-0.10441110068741422,0.2608695652173913
Russia,2017,8.464117992502267,8.144352776587652,115.12529637117544,1,0,0,0,0,6,4.746021068914615,-0.4181007186580072,937.6210271560591,1.0,0.4620920145305869,0.7391304347826086
United_States,2007,4.08664864020007,9.947075727475855,139.48512378961692,1,0,0,0,0,16,4.9379579560740705,0.1539660613777783,1387.4690891916634,1.0,-0.5529441995673683,0.30434782608695654
Kenya,2010,8.393816850332215,6.53623570462989,11.762370323733844,0,0,0,1,0,13,2.464905480301001,-0.9284122753074593,76.88162488106819,0.0,-0.10119815471560334,0.43478260869565216
Portugal,2006,4.17226786326802,6.503189272965543,3.237939483028049,0,0,0,1,0,17,1.1749371654662286,-0.9388990590612142,21.056933312539606,0.0,0.18736073570745027,0.2608695652173913
Israel,2008,2.265501041800012,12.556129770542242,123.61732415943835,0,1,0,0,0,15,4.8171906983039126,0.9819097809720472,1552.1551640330947,0.0,-0.30225355112003205,0.34782608695652173
Finland,2007,6.136117791093728,14.589058292415691,58.6037878848547,0,1,0,0,0,16,4.0707993341672015,1.6270288065982847,854.9740776085097,0.0,0.5015036357011895,0.30434782608695654
Denmark,2002,3.573491473014891,7.559742645266018,42.190937498766,0,0,0,0,1,21,3.7422054467655466,-0.6036178749335669,318.9526294531745,0.0,-0.3470225870734003,0.08695652173913043
Finland,2016,8.062770343459768,11.56791220499248,29.06770329476044,1,0,0,0,0,7,3.3696277054214514,0.6683139284200404,336.25263971455945,1.0,-0.1333028667796805,0.6956521739130435
Russia,2001,7.129597065857185,6.838885074937128,52.62561086440844,0,0,0,1,0,22,3.9632028998099194,-0.8323710890196742,359.90050470005207,0.0,2.4820407881163087,0.043478260869565216
Finland,2014,9.38882134382334,14.207474804621953,145.74874530242317,1,0,0,0,0,9,4.981884216633844,1.5059390756058233,2070.7216266894393,1.0,0.7875615834659246,0.6086956521739131
Romania,2013,8.263906858125887,11.40192596181938,146.58488640701083,0,0,0,0,1,10,4.987604690052116,0.6156407122636214,1671.3500219344414,0.0,1.284285478112122,0.5652173913043478
Romania,2017,3.4462076387258147,12.82944540101327,50.39551545694896,0,1,0,0,0,6,3.9199021920896637,1.0686423499338922,646.546514010847,0.0,-0.5928450381033731,0.7391304347826086
Pakistan,2015,8.40126589331837,4.542894475190813,144.58982762507816,0,0,0,0,1,8,4.973900958875815,-1.560968874243501,656.8563290867596,0.0,1.9703785331586956,0.6521739130434783
Portugal,2019,7.133896358512186,10.583565650646872,45.67965401120293,0,0,1,0,0,4,3.8216529911334955,0.3559464825480242,483.4536171264009,0.0,0.32366044965516694,0.8260869565217391
Denmark,2021,7.351613134084999,9.803735644942204,128.3176831947938,0,1,0,0,0,2,4.854509089051798,0.10847926074394373,1257.9926446132013,0.0,1.7146231055618948,0.9130434782608695
Ethiopia,2003,8.65810308776119,7.222965976026852,32.588627164059176,1,0,0,0,0,20,3.4839633675086716,-0.7104888418050452,235.38654521142385,1.0,-0.10157124447004817,0.13043478260869565
France,2019,6.590592553511522,6.886729835630499,124.14665066742664,0,1,0,0,0,4,4.821463533478513,-0.8171882800484155,854.9644431449641,0.0,-0.07615807375059391,0.8260869565217391
Pakistan,2005,5.728028114824103,10.380272825486667,53.70582923602032,0,0,0,0,1,18,3.9835215475046875,0.29143458856205345,557.4811597888892,0.0,0.0397073769126306,0.21739130434782608
Kenya,2005,7.093128282869824,11.771341985079475,30.162804471499733,0,0,0,1,0,18,3.4066095252723443,0.7328692829743371,355.05668666310777,0.0,0.23831939031738503,0.21739130434782608
Czech_Republic,2010,4.383659431666873,4.364900327387079,140.282206206121,0,0,0,0,1,13,4.943656152309135,-1.617452616767069,612.3178477956793,0.0,-0.47775136033693966,0.43478260869565216
Colombia,2016,3.4607770486967944,10.24141740116075,32.91346553187181,0,0,0,0,1,7,3.493881860719412,0.24737092617538828,337.08053863061645,0.0,-0.5707707275199705,0.6956521739130435
Brazil,2023,6.932702704569971,5.875054818412915,148.78344863812703,0,0,0,1,0,0,5.002491883941572,-1.1382279990230715,874.1109168215186,0.0,0.384779318116514,1.0
Japan,2002,3.870786952683821,5.5439900452471065,17.17750996588498,1,0,0,0,0,21,2.8436009680937877,-1.2432863823286862,95.23194425299928,1.0,0.08319468002482933,0.08695652173913043
Finland,2012,2.639320874772854,10.85431436904153,2.493096725140886,1,0,0,0,0,11,0.913525602481465,0.44186448090408625,27.0608556071071,1.0,-0.6944998602856083,0.5217391304347826
Kenya,2021,2.004433476682032,7.419571289392204,130.74823836548538,0,1,0,0,0,2,4.873273629550139,-0.6480991282334568,970.0958755151636,0.0,-0.7273478024314579,0.9130434782608695
Sweden,2002,6.866555211200537,8.849682564483505,88.4040568379637,0,0,0,0,1,21,4.481917860422769,-0.19427501076090567,782.3478404285361,0.0,0.7739429462630569,0.08695652173913043
Greece,2015,4.897190267841895,7.959986903837501,63.82231900917971,0,1,0,0,0,8,4.1561029569053805,-0.4766064314302897,508.02482348560966,0.0,-0.4170890042015347,0.6521739130434783
United_States,2014,8.018487765387647,11.13169952167776,13.212624904282036,0,0,0,1,0,9,2.581172804645109,0.5298884509878751,147.078970327104,0.0,-0.14595373884041363,0.6086956521739131
Saudi_Arabia,2010,5.00141118650482,9.171317426731155,86.65898711627239,0,0,1,0,0,13,4.461980728224446,-0.0922090666275536,794.7770787223396,0.0,0.1409214754174115,0.43478260869565216
France,2017,5.888027585905814,14.598045282417422,59.66511220014903,1,0,0,0,0,6,4.088747464321804,1.629880691537105,870.9940096782917,1.0,0.7085527638383469,0.7391304347826086
Finland,2014,5.256679782523079,7.876210350171119,73.05966503531373,0,0,0,1,0,9,4.2912764365676,-0.5031916497938819,575.433289931173,0.0,-0.3444300301593153,0.6086956521739131
India,2004,7.204598328874769,12.143127742891188,94.92838734892904,1,0,0,0,0,19,4.553122789957661,0.8508498529946612,1152.727534004701,1.0,-0.25522689197826887,0.17391304347826086
Philippines,2015,4.849113296119746,6.83021824341349,96.35010723895392,0,1,0,0,0,8,4.567988507874327,-0.8351213765224752,658.0922602183492,0.0,-0.009817256241370309,0.6521739130434783
Romania,2015,9.710141199538471,9.596284018887616,144.12928696160284,0,0,1,0,0,8,4.97071072289345,0.04264763438573687,1383.1055731232966,0.0,1.0024570692766686,0.6521739130434783
Colombia,2016,9.48917589278824,10.078267270921527,98.60295860246237,0,0,0,0,1,7,4.591101267268582,0.1955977074329378,993.7469704992267,0.0,1.7419206031667152,0.6956521739130435
Russia,2008,8.784223221258252,7.620202091690054,51.5712168871524,1,0,0,0,0,15,3.9429637045878883,-0.5844319868183115,392.98309479448017,1.0,2.8773865291533522,0.34782608695652173
Austria,2022,9.362402164581985,9.18958581803892,50.11529133699669,0,0,0,0,1,1,3.9143261778291167,-0.08641186978889509,460.5387705373535,0.0,0.6396920742856822,0.9565217391304348
Kenya,2002,5.593117507675128,7.072065016883414,72.0969819832402,0,1,0,0,0,21,4.278012184652529,-0.758374971927794,509.8745441065468,0.0,-0.18545510293840095,0.08695652173913043
Czech_Republic,2019,6.291443174315937,4.066008598413802,39.63982728035928,1,0,0,0,0,4,3.6798343522464236,-1.712301372583278,161.17587856157883,1.0,-0.04539036160507237,0.8260869565217391
Australia,2012,7.936740740465956,6.372131318016666,57.089407740817045,0,1,0,0,0,11,4.044618595790583,-0.9804883128335365,363.78120299228334,0.0,2.007114753013504,0.5217391304347826
Israel,2021,7.569167399508329,11.700705897425207,126.47480301754524,0,0,0,0,1,2,4.840043102695429,0.7104539921506453,1479.844473543083,0.0,2.7762128240033594,0.9130434782608695
Switzerland,2002,9.125428764843766,12.480593269339147,129.10447882721238,0,1,0,0,0,21,4.860621989948049,0.9579394182509574,1611.3004894924452,0.0,0.6315460478563952,0.08695652173913043
Thailand ,2006,7.730648218053562,7.08223153852812,94.54107925185072,0,1,0,0,0,17,4.549034441122341,-0.7551487805163042,669.5618131639436,0.0,0.8528647899414499,0.2608695652173913
Czech_Republic,2005,9.983077665827684,8.48847298699879,87.84330035711841,0,1,0,0,0,18,4.475554549426963,-0.3088993904016917,745.6554821702208,0.0,0.4074294539318004,0.21739130434782608
Greece,2008,4.788046398652728,4.411022261524722,64.63787492829584,0,0,0,1,0,15,4.168800538181957,-1.60281652066692,285.11910524636363,0.0,-0.4549266021535723,0.34782608695652173
Peru,2011,8.663981937915343,6.607691912074486,95.74893841975816,0,0,0,1,0,12,4.561729540999379,-0.9057367319100345,632.679485985954,0.0,3.0509229184254423,0.4782608695652174
Egypt,2014,7.581078582661314,12.57141211709529,121.101948513992,1,0,0,0,0,9,4.796632740553401,0.9867594018079532,1522.422502952649,1.0,0.442180025472767,0.6086956521739131
Denmark,2020,7.531091561720149,10.66584897291563,110.93921162843806,0,1,0,0,0,3,4.708982408314098,0.3820578465808296,1183.2608764032457,0.0,1.9105020777671373,0.8695652173913043
Israel,2019,4.606684758759991,6.263475741498086,6.2834678359752,0,1,0,0,0,4,1.8379220312527995,-1.0149685116690208,39.35634836311414,0.0,-0.26778568428206906,0.8260869565217391
Czech_Republic,2002,8.28481433938418,6.831861946346754,109.9383697922394,0,1,0,0,0,21,4.699919934163939,-0.8345997723325999,751.0837650269979,0.0,-0.09211780039290873,0.08695652173913043
Poland,2009,9.203008178780792,12.98482225288516,108.27220240907523,0,0,0,1,0,14,4.684648448937982,1.117948836711938,1405.8953032102463,0.0,-0.07525874730427651,0.391304347826087
Pakistan,2000,3.748387692164504,6.29992623239391,15.74958996661669,0,0,0,0,1,23,2.7568143310671482,-1.0034015013598527,99.2212549801364,0.0,-0.04959280064308269,0.0
Chile,2018,7.003974696933633,7.675734984318444,23.3868573237798,0,1,0,0,0,5,3.1521742117476985,-0.5668094658112185,179.51131893340064,0.0,-0.2635973387642855,0.782608695652174
Kenya,2018,5.137078632822202,11.307945608201088,118.39836816586872,0,0,1,0,0,5,4.7740549399720615,0.5858174727832832,1338.8423073194106,0.0,-0.2665480880347506,0.782608695652174
Poland,2022,9.916384954359016,10.172236242788866,84.28944715874368,1,0,0,0,0,1,4.4342566751878305,0.22541733508727924,857.4121692728095,1.0,0.059171009751402215,0.9565217391304348
Iraq,2022,5.830662526653453,9.069572257571958,123.42271959726368,0,0,0,1,0,1,4.815615207954504,-0.12449635252271626,1119.3912736134255,0.0,-0.4120173275352298,0.9565217391304348
Vietnam,2012,3.8265613903755415,13.897152000777186,28.52687610099156,0,0,0,0,1,11,3.3508466639969843,1.4074628415956638,396.4423332828178,0.0,-0.51786740735204,0.5217391304347826
Czech_Republic,2011,5.05486100177466,6.416815089865569,5.561599941244189,0,0,1,0,0,12,1.7158858260843295,-0.9663085957179026,35.687758426771175,0.0,-0.4165660734294052,0.4782608695652174
Austria,2000,7.23070711853301,12.155618799493,25.12932144600562,0,1,0,0,0,23,3.224035349440275,0.8548137003101473,305.46245218756854,0.0,0.9290179438076329,0.0
Mexico,2018,2.60871497079661,5.749702246800017,68.43293674716985,0,0,0,1,0,5,4.2258542401208405,-1.178006735947935,393.46901017032593,0.0,-0.49217927984811904,0.782608695652174
Czech_Republic,2023,6.828815361769901,10.773072168303596,78.97062058587534,0,1,0,0,0,0,4.369075891980263,0.4160835009946264,850.7561947473566,0.0,-0.01498511435252936,1.0
Argentina,2015,9.449798073431184,13.576859197524444,128.79746718584732,1,0,0,0,0,8,4.858241148770746,1.305822779524476,1748.665076980024,1.0,-0.026811466564426567,0.6521739130434783
